CAMPUS,CAMPNAME,CDALLS,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,REGION,REGNNAME
'002901002,ANDREWS EDUCATION CENTER,76,60,100,86,82.7,104,60,.,0,36,60,2,3.3,0,0,2,3.3,.,0,C,ANDREWS ISD,'002901,12,9,'09 - 12,S,'18,REGION 18: MIDLAND
'002901041,ANDREWS MIDDLE,84,931,100,130,12.3,1055,931,.,0,453,48.7,111,11.9,.,0,98,10.5,.,0,B,ANDREWS ISD,'002901,8,6,'06 - 08,M,'18,REGION 18: MIDLAND
'002901101,DEVONIAN EL,79,332,53.4,112,15.9,704,622,.,0,331,53.2,110,17.7,.,0,62,10,.,0,C,ANDREWS ISD,'002901,3,2,'02 - 03,E,'18,REGION 18: MIDLAND
'002901104,UNDERWOOD EL,74,605,100,103,16.2,637,605,.,0,306,50.6,101,16.7,.,0,67,11.1,.,0,C,ANDREWS ISD,'002901,5,4,'04 - 05,E,'18,REGION 18: MIDLAND
'002901105,CLEARFORK EL,79,0,0,56,17.3,324,762,.,0,405,53.1,172,22.6,.,0,63,8.3,.,0,C,ANDREWS ISD,'002901,1,EE,'EE - 01,E,'18,REGION 18: MIDLAND
'003801001,PINEYWOODS COMMUNITY ACADEMY H S,92,258,100,26,12.6,206,258,123,47.7,123,47.7,9,3.5,0,0,27,10.5,0,0,A,PINEYWOODS COMMUNITY ACADEMY,'003801,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003801002,PINEYWOOD COMMUNITY ACADEMY - LIVINGSTON,.,3,100,.,.,.,3,0,0,0,0,0,0,0,0,0,0,0,0,Not Rated,PINEYWOODS COMMUNITY ACADEMY,'003801,11,10,'10 - 11,S,'07,REGION 07: KILGORE
'003801042,DR TERRY ROBBINS MIDDLE,85,231,100,24,9.5,253,231,0,0,141,61,16,6.9,0,0,27,11.7,0,0,B,PINEYWOODS COMMUNITY ACADEMY,'003801,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'003801103,SARAH STRINDEN EL,93,234,46.5,32,7.6,420,503,0,0,311,61.8,26,5.2,0,0,61,12.1,0,0,A,PINEYWOODS COMMUNITY ACADEMY,'003801,5,PK,'PK - 05,E,'07,REGION 07: KILGORE
'003902001,HUDSON H S,91,815,100,97,11.5,847,815,.,0,346,42.5,35,4.3,0,0,79,9.7,.,0,A,HUDSON ISD,'003902,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003902004,STUBBLEFIELD LRN CTR,.,9,100,32,97,33,9,.,0,4,44.4,0,0,0,0,1,11.1,.,0,Not Rated,HUDSON ISD,'003902,12,10,'10 - 12,S,'07,REGION 07: KILGORE
'003902041,HUDSON MIDDLE,89,646,100,79,11.1,709,646,.,0,335,51.9,47,7.3,.,0,86,13.3,.,0,B,HUDSON ISD,'003902,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'003902101,W F PEAVY PRI,89,0,0,56,12.3,455,677,.,0,373,55.1,43,6.4,.,0,78,11.5,.,0,B,HUDSON ISD,'003902,2,EE,'EE - 02,E,'07,REGION 07: KILGORE
'003902102,W H BONNER EL,89,652,100,68,10.2,667,652,.,0,345,52.9,67,10.3,.,0,90,13.8,.,0,B,HUDSON ISD,'003902,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'003903001,LUFKIN H S,86,2163,100,430,18.8,2291,2163,477,22.1,1756,81.2,273,12.6,0,0,258,11.9,.,0,B,LUFKIN ISD,'003903,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003903004,STUBBLEFIELD LRN CTR,66,32,100,83,80.6,103,32,.,0,26,81.3,4,12.5,0,0,5,15.6,.,0,Not Rated: SB 1365,LUFKIN ISD,'003903,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003903044,LUFKIN MIDDLE,82,1596,100,220,12.1,1821,1596,.,0,1390,87.1,375,23.5,.,0,235,14.7,.,0,B,LUFKIN ISD,'003903,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'003903120,ANDERSON EL,91,232,100,72,26.7,270,232,.,0,215,92.7,36,15.5,.,0,49,21.1,.,0,A,LUFKIN ISD,'003903,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'003903121,BRANDON EL,84,379,100,67,15.7,426,379,.,0,266,70.2,26,6.9,.,0,42,11.1,.,0,B,LUFKIN ISD,'003903,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'003903122,BROOKHOLLOW EL,68,272,100,81,25,324,272,.,0,260,95.6,26,9.6,.,0,67,24.6,.,0,Not Rated: SB 1365,LUFKIN ISD,'003903,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'003903123,COSTON EL,80,198,100,51,21.3,240,198,.,0,189,95.5,51,25.8,.,0,42,21.2,.,0,B,LUFKIN ISD,'003903,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'003903124,DUNBAR PRI,84,0,0,37,13.4,277,405,.,0,307,75.8,26,6.4,.,0,22,5.4,.,0,B,LUFKIN ISD,'003903,2,KG,'KG - 02,E,'07,REGION 07: KILGORE
'003903125,GARRETT PRI,87,0,0,.,.,.,254,.,0,253,99.6,80,31.5,.,0,2,0.8,.,0,B,LUFKIN ISD,'003903,PK,PK,'PK - PK,E,'07,REGION 07: KILGORE
'003903126,HACKNEY PRI,87,0,0,.,.,.,130,.,0,130,100,29,22.3,.,0,0,0,.,0,B,LUFKIN ISD,'003903,PK,PK,'PK - PK,E,'07,REGION 07: KILGORE
'003903127,HERTY PRI,80,0,0,35,18.9,185,254,.,0,241,94.9,47,18.5,.,0,90,35.4,.,0,B,LUFKIN ISD,'003903,2,EE,'EE - 02,E,'07,REGION 07: KILGORE
'003903128,KURTH PRI,91,0,0,42,23,183,244,.,0,221,90.6,31,12.7,.,0,21,8.6,.,0,A,LUFKIN ISD,'003903,2,KG,'KG - 02,E,'07,REGION 07: KILGORE
'003903129,SLACK EL,85,430,85.5,40,7.5,534,503,.,0,429,85.3,280,55.7,.,0,36,7.2,.,0,B,LUFKIN ISD,'003903,5,2,'02 - 05,E,'07,REGION 07: KILGORE
'003903130,TROUT PRI,68,0,0,52,25,208,274,.,0,260,94.9,22,8,.,0,35,12.8,.,0,Not Rated: SB 1365,LUFKIN ISD,'003903,2,EE,'EE - 02,E,'07,REGION 07: KILGORE
'003903131,BURLEY PRI,85,0,0,31,11.8,263,372,.,0,330,88.7,191,51.3,.,0,18,4.8,.,0,B,LUFKIN ISD,'003903,2,KG,'KG - 02,E,'07,REGION 07: KILGORE
'003903141,SPECIAL SERVICES,.,0,0,0,0,1,1,.,0,0,0,0,0,.,0,1,100,.,0,Not Rated,LUFKIN ISD,'003903,EE,EE,'EE - EE,E,'07,REGION 07: KILGORE
'003903201,JUVENILE DETENT CTR,.,9,100,65,100,65,9,.,0,9,100,0,0,0,0,2,22.2,.,0,Not Rated,LUFKIN ISD,'003903,11,7,'07 - 11,S,'07,REGION 07: KILGORE
'003904001,HUNTINGTON H S,85,479,100,80,15.7,510,479,0,0,242,50.5,4,0.8,0,0,76,15.9,0,0,B,HUNTINGTON ISD,'003904,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003904005,PRIDE ALTER SCH,80,10,100,34,94.4,36,10,0,0,8,80,0,0,0,0,3,30,0,0,B,HUNTINGTON ISD,'003904,12,11,'11 - 12,S,'07,REGION 07: KILGORE
'003904041,HUNTINGTON MIDDLE,83,376,100,62,14.6,426,376,0,0,235,62.5,10,2.7,0,0,72,19.1,0,0,B,HUNTINGTON ISD,'003904,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'003904101,HUNTINGTON EL,79,118,23.3,69,18.8,367,507,0,0,320,63.1,3,0.6,0,0,72,14.2,0,0,C,HUNTINGTON ISD,'003904,3,EE,'EE - 03,E,'07,REGION 07: KILGORE
'003904102,HUNTINGTON INT,74,240,100,23,9.5,242,240,0,0,139,57.9,3,1.3,0,0,39,16.3,0,0,C,HUNTINGTON ISD,'003904,5,4,'04 - 05,E,'07,REGION 07: KILGORE
'003905001,DIBOLL H S,88,521,100,58,10.9,531,521,.,0,334,64.1,81,15.5,0,0,53,10.2,.,0,B,DIBOLL ISD,'003905,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003905004,STUBBLEFIELD LRN CTR,74,12,100,8,88.9,9,12,.,0,7,58.3,2,16.7,0,0,1,8.3,.,0,C,DIBOLL ISD,'003905,12,10,'10 - 12,S,'07,REGION 07: KILGORE
'003905041,DIBOLL J H,76,384,100,38,8.9,427,384,.,0,256,66.7,75,19.5,.,0,56,14.6,.,0,C,DIBOLL ISD,'003905,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'003905101,H G TEMPLE EL,82,0,0,30,11.5,260,325,.,0,251,77.2,48,14.8,.,0,44,13.5,.,0,B,DIBOLL ISD,'003905,2,KG,'KG - 02,E,'07,REGION 07: KILGORE
'003905102,DIBOLL PRI,82,0,0,.,.,.,148,.,0,118,79.7,16,10.8,.,0,10,6.8,.,0,B,DIBOLL ISD,'003905,PK,PK,'PK - PK,E,'07,REGION 07: KILGORE
'003905103,H G TEMPLE INT,82,354,100,39,10.8,360,354,.,0,266,75.1,47,13.3,.,0,50,14.1,.,0,B,DIBOLL ISD,'003905,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'003906001,ZAVALLA H S,87,147,100,35,20.5,171,147,.,0,88,59.9,0,0,0,0,22,15,.,0,B,ZAVALLA ISD,'003906,12,6,'06 - 12,B,'07,REGION 07: KILGORE
'003906101,ZAVALLA EL,77,60,39.2,33,26.4,125,153,.,0,118,77.1,0,0,.,0,24,15.7,.,0,C,ZAVALLA ISD,'003906,5,PK,'PK - 05,E,'07,REGION 07: KILGORE
'003907001,CENTRAL H S,85,379,100,60,14.3,421,379,0,0,193,50.9,9,2.4,0,0,57,15,0,0,B,CENTRAL ISD,'003907,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003907004,STUBBLEFIELD LRN CTR,.,8,100,7,100,7,8,0,0,6,75,0,0,0,0,3,37.5,0,0,Not Rated,CENTRAL ISD,'003907,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'003907041,CENTRAL J H,81,437,100,62,13.3,467,437,0,0,248,56.8,15,3.4,0,0,82,18.8,0,0,B,CENTRAL ISD,'003907,8,5,'05 - 08,M,'07,REGION 07: KILGORE
'003907102,CENTRAL EL,84,216,34.4,82,16.2,506,627,0,0,372,59.3,49,7.8,0,0,77,12.3,0,0,B,CENTRAL ISD,'003907,4,EE,'EE - 04,E,'07,REGION 07: KILGORE
'004901001,ROCKPORT-FULTON H S,81,930,100,145,14.7,988,930,.,0,549,59,32,3.4,0,0,114,12.3,.,0,B,ARANSAS COUNTY ISD,'004901,12,9,'09 - 12,S,'02,REGION 02: CORPUS CHRISTI
'004901041,ROCKPORT-FULTON MIDDLE,77,723,100,111,14.6,759,723,.,0,430,59.5,30,4.1,.,0,122,16.9,.,0,C,ARANSAS COUNTY ISD,'004901,8,6,'06 - 08,M,'02,REGION 02: CORPUS CHRISTI
'004901101,FULTON LEARNING CENTER,67,639,100,122,16.6,735,639,.,0,469,73.4,40,6.3,.,0,116,18.2,.,0,Not Rated: SB 1365,ARANSAS COUNTY ISD,'004901,5,3,'03 - 05,E,'02,REGION 02: CORPUS CHRISTI
'004901103,LIVE OAK LEARNING CENTER,67,0,0,83,18.2,457,713,.,0,561,78.7,48,6.7,.,0,76,10.7,.,0,Not Rated: SB 1365,ARANSAS COUNTY ISD,'004901,2,EE,'EE - 02,E,'02,REGION 02: CORPUS CHRISTI
'005901001,ARCHER CITY H S,90,229,100,31,12.2,255,229,0,0,87,38,2,0.9,0,0,32,14,0,0,A,ARCHER CITY ISD,'005901,12,7,'07 - 12,S,'09,REGION 09: WICHITA FALLS
'005901101,ARCHER CITY EL,96,119,43,24,11.4,210,277,0,0,121,43.7,9,3.2,0,0,42,15.2,0,0,A,ARCHER CITY ISD,'005901,6,PK,'PK - 06,E,'09,REGION 09: WICHITA FALLS
'005902001,HOLLIDAY H S,96,340,100,18,5.4,334,340,0,0,64,18.8,0,0,27,7.9,27,7.9,0,0,A,HOLLIDAY ISD,'005902,12,9,'09 - 12,S,'09,REGION 09: WICHITA FALLS
'005902041,HOLLIDAY MIDDLE,88,276,100,17,6.3,271,276,.,0,60,21.7,0,0,.,0,38,13.8,0,0,B,HOLLIDAY ISD,'005902,8,6,'06 - 08,M,'09,REGION 09: WICHITA FALLS
'005902101,HOLLIDAY EL,94,261,51.2,30,7.5,399,510,.,0,154,30.2,6,1.2,.,0,60,11.8,.,0,A,HOLLIDAY ISD,'005902,5,PK,'PK - 05,E,'09,REGION 09: WICHITA FALLS
'005904001,WINDTHORST H S,94,135,100,9,7.3,123,135,0,0,41,30.4,3,2.2,0,0,8,5.9,0,0,A,WINDTHORST ISD,'005904,12,9,'09 - 12,S,'09,REGION 09: WICHITA FALLS
'005904041,WINDTHORST JH,89,115,100,9,8.5,106,115,.,0,36,31.3,5,4.3,.,0,7,6.1,0,0,B,WINDTHORST ISD,'005904,8,6,'06 - 08,M,'09,REGION 09: WICHITA FALLS
'005904101,WINDTHORST EL,96,119,42.5,8,5.5,145,280,.,0,82,29.3,22,7.9,.,0,25,8.9,.,0,A,WINDTHORST ISD,'005904,5,PK,'PK - 05,E,'09,REGION 09: WICHITA FALLS
'006902001,CLAUDE SCHOOLS,94,236,76.9,30,10.2,293,307,0,0,111,36.2,3,1,0,0,30,9.8,0,0,A,CLAUDE ISD,'006902,12,PK,'PK - 12,B,'16,REGION 16: AMARILLO
'007901001,CHARLOTTE H S,87,126,100,12,9.2,131,126,.,0,85,67.5,7,5.6,0,0,12,9.5,.,0,B,CHARLOTTE ISD,'007901,12,9,'09 - 12,S,'20,REGION 20: SAN ANTONIO
'007901041,CHARLOTTE MIDDLE,59,101,100,13,11.6,112,101,.,0,73,72.3,10,9.9,.,0,20,19.8,.,0,Not Rated: SB 1365,CHARLOTTE ISD,'007901,8,6,'06 - 08,M,'20,REGION 20: SAN ANTONIO
'007901101,CHARLOTTE EL,93,71,41.8,14,9.1,154,170,.,0,114,67.1,9,5.3,.,0,24,14.1,.,0,A,CHARLOTTE ISD,'007901,5,PK,'PK - 05,E,'20,REGION 20: SAN ANTONIO
'007902001,JOURDANTON H S,86,437,100,86,18.3,471,437,0,0,204,46.7,8,1.8,0,0,62,14.2,0,0,B,JOURDANTON ISD,'007902,12,9,'09 - 12,S,'20,REGION 20: SAN ANTONIO
'007902004,THE LARRY BROWN SCHOOL,.,1,100,2,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Rated,JOURDANTON ISD,'007902,10,10,'10 - 10,S,'20,REGION 20: SAN ANTONIO
'007902005,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,.,5,100,52,98.1,53,5,0,0,1,20,0,0,0,0,2,40,0,0,Not Rated,JOURDANTON ISD,'007902,10,8,'08 - 10,S,'20,REGION 20: SAN ANTONIO
'007902006,JOURDANTON DAEP,.,10,100,29,100,29,10,0,0,5,50,0,0,0,0,3,30,0,0,Not Rated,JOURDANTON ISD,'007902,12,6,'06 - 12,B,'20,REGION 20: SAN ANTONIO
'007902041,JOURDANTON J H,93,379,100,52,13.3,392,379,0,0,213,56.2,16,4.2,0,0,56,14.8,0,0,A,JOURDANTON ISD,'007902,8,6,'06 - 08,M,'20,REGION 20: SAN ANTONIO
'007902101,JOURDANTON EL,79,337,77.5,105,16.7,630,435,0,0,239,54.9,13,3,0,0,77,17.7,0,0,C,JOURDANTON ISD,'007902,5,2,'02 - 05,E,'20,REGION 20: SAN ANTONIO
'007902102,JOURDANTON ECC,79,0,0,.,.,.,302,0,0,206,68.2,11,3.6,0,0,31,10.3,0,0,C,JOURDANTON ISD,'007902,1,EE,'EE - 01,E,'20,REGION 20: SAN ANTONIO
'007904001,LYTLE H S,83,486,100,119,23.2,512,486,0,0,338,69.5,54,11.1,23,4.7,41,8.4,0,0,B,LYTLE ISD,'007904,12,9,'09 - 12,S,'20,REGION 20: SAN ANTONIO
'007904002,LYTLE DAEP,.,6,100,21,100,21,6,0,0,5,83.3,1,16.7,0,0,2,33.3,0,0,Not Rated,LYTLE ISD,'007904,11,6,'06 - 11,B,'20,REGION 20: SAN ANTONIO
'007904041,LYTLE J H,75,395,100,78,17.3,451,395,0,0,292,73.9,63,15.9,0,0,49,12.4,0,0,C,LYTLE ISD,'007904,8,6,'06 - 08,M,'20,REGION 20: SAN ANTONIO
'007904101,LYTLE EL,72,386,76.4,75,13.4,558,505,0,0,381,75.4,81,16,0,0,57,11.3,0,0,C,LYTLE ISD,'007904,5,2,'02 - 05,E,'20,REGION 20: SAN ANTONIO
'007904103,LYTLE PRIMARY SCHOOL,72,0,0,23,16.9,136,348,0,0,272,78.2,56,16.1,0,0,47,13.5,0,0,C,LYTLE ISD,'007904,1,EE,'EE - 01,E,'20,REGION 20: SAN ANTONIO
'007905001,PLEASANTON H S,88,953,100,140,13.6,1027,953,0,0,545,57.2,40,4.2,0,0,120,12.6,0,0,B,PLEASANTON ISD,'007905,12,9,'09 - 12,S,'20,REGION 20: SAN ANTONIO
'007905004,ATASCOSA CO ALTER,.,6,100,4,80,5,6,0,0,2,33.3,0,0,0,0,1,16.7,0,0,Not Rated,PLEASANTON ISD,'007905,11,9,'09 - 11,S,'20,REGION 20: SAN ANTONIO
'007905005,PLEASANTON ISD SCHOOL OF CHOICE,82,11,100,34,91.9,37,11,0,0,9,81.8,0,0,0,0,6,54.5,0,0,B,PLEASANTON ISD,'007905,12,10,'10 - 12,S,'20,REGION 20: SAN ANTONIO
'007905041,PLEASANTON J H,83,757,100,108,12.5,864,757,0,0,485,64.1,44,5.8,0,0,107,14.1,0,0,B,PLEASANTON ISD,'007905,8,6,'06 - 08,M,'20,REGION 20: SAN ANTONIO
'007905103,PLEASANTON EL,76,733,75.7,148,14.2,1043,968,0,0,662,68.4,58,6,0,0,125,12.9,0,0,C,PLEASANTON ISD,'007905,5,2,'02 - 05,E,'20,REGION 20: SAN ANTONIO
'007905105,PLEASANTON PRI,76,0,0,30,11.8,255,679,0,0,526,77.5,34,5,0,0,69,10.2,0,0,C,PLEASANTON ISD,'007905,1,EE,'EE - 01,E,'20,REGION 20: SAN ANTONIO
'007906001,POTEET H S,70,490,100,53,10.9,488,490,65,13.3,342,69.8,22,4.5,0,0,65,13.3,0,0,C,POTEET ISD,'007906,12,9,'09 - 12,S,'20,REGION 20: SAN ANTONIO
'007906041,POTEET J H,71,386,100,64,16.2,396,386,.,0,275,71.2,42,10.9,.,0,52,13.5,0,0,C,POTEET ISD,'007906,8,6,'06 - 08,M,'20,REGION 20: SAN ANTONIO
'007906101,POTEET EL,44,120,21.3,81,21.7,374,564,.,0,423,75,48,8.5,.,0,51,9,.,0,Not Rated: SB 1365,POTEET ISD,'007906,3,EE,'EE - 03,E,'20,REGION 20: SAN ANTONIO
'007906102,POTEET INT,80,236,100,45,16.1,279,236,0,0,162,68.6,23,9.7,0,0,38,16.1,0,0,B,POTEET ISD,'007906,5,4,'04 - 05,E,'20,REGION 20: SAN ANTONIO
'008901001,BELLVILLE H S,79,681,100,55,7.6,726,681,0,0,254,37.3,40,5.9,0,0,69,10.1,0,0,C,BELLVILLE ISD,'008901,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'008901041,BELLVILLE J H,74,544,100,39,7.2,538,544,.,0,249,45.8,49,9,.,0,73,13.4,0,0,C,BELLVILLE ISD,'008901,8,6,'06 - 08,M,'06,REGION 06: HUNTSVILLE
'008901101,O'BRYANT PRI,65,138,25.5,44,11.6,380,541,0,0,297,54.9,79,14.6,0,0,84,15.5,0,0,Not Rated: SB 1365,BELLVILLE ISD,'008901,3,EE,'EE - 03,E,'06,REGION 06: HUNTSVILLE
'008901102,O'BRYANT INT,65,261,100,29,9.7,300,261,.,0,133,51,36,13.8,.,0,44,16.9,.,0,Not Rated: SB 1365,BELLVILLE ISD,'008901,5,4,'04 - 05,E,'06,REGION 06: HUNTSVILLE
'008901105,WEST END EL,79,83,50.6,13,10,130,164,.,0,59,36,8,4.9,.,0,10,6.1,.,0,C,BELLVILLE ISD,'008901,5,KG,'KG - 05,E,'06,REGION 06: HUNTSVILLE
'008902001,SEALY H S,82,838,100,108,12.6,860,838,0,0,462,55.1,96,11.5,0,0,101,12.1,0,0,B,SEALY ISD,'008902,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'008902041,SEALY J H,72,683,100,63,8.7,721,683,.,0,414,60.6,104,15.2,.,0,89,13,0,0,C,SEALY ISD,'008902,8,6,'06 - 08,M,'06,REGION 06: HUNTSVILLE
'008902102,SELMAN EL,66,290,46.3,76,14.5,524,627,.,0,409,65.2,129,20.6,.,0,98,15.6,.,0,Not Rated: SB 1365,SEALY ISD,'008902,5,EE,'EE - 05,E,'06,REGION 06: HUNTSVILLE
'008902104,SEALY EL,89,309,46.4,66,11.8,557,666,.,0,411,61.7,146,21.9,.,0,98,14.7,.,0,B,SEALY ISD,'008902,5,EE,'EE - 05,E,'06,REGION 06: HUNTSVILLE
'008903001,BRAZOS H S,80,267,100,27,10,271,267,0,0,125,46.8,22,8.2,0,0,29,10.9,0,0,B,BRAZOS ISD,'008903,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'008903041,BRAZOS MIDDLE,90,197,100,27,12.6,215,197,0,0,122,61.9,35,17.8,0,0,36,18.3,0,0,A,BRAZOS ISD,'008903,8,6,'06 - 08,M,'06,REGION 06: HUNTSVILLE
'008903102,BRAZOS EL,87,141,46.7,47,17.6,267,302,0,0,200,66.2,72,23.8,0,0,44,14.6,0,0,B,BRAZOS ISD,'008903,5,EE,'EE - 05,E,'06,REGION 06: HUNTSVILLE
'009901001,MULESHOE H S,93,370,100,37,9.7,380,370,0,0,308,83.2,48,13,0,0,48,13,0,0,A,MULESHOE ISD,'009901,12,9,'09 - 12,S,'17,REGION 17: LUBBOCK
'009901041,WATSON J H,74,301,100,32,9.5,338,301,0,0,272,90.4,99,32.9,0,0,46,15.3,0,0,C,MULESHOE ISD,'009901,8,6,'06 - 08,M,'17,REGION 17: LUBBOCK
'009901101,MARY DESHAZO EL,77,291,100,35,11,318,291,0,0,253,86.9,119,40.9,0,0,44,15.1,0,0,C,MULESHOE ISD,'009901,5,3,'03 - 05,E,'17,REGION 17: LUBBOCK
'009901103,DILLMAN EL,77,0,0,27,14.1,192,385,0,0,347,90.1,145,37.7,0,0,50,13,0,0,C,MULESHOE ISD,'009901,2,EE,'EE - 02,E,'17,REGION 17: LUBBOCK
'010901001,MEDINA SCHOOL,76,179,67.5,61,23.7,257,265,0,0,151,57,4,1.5,0,0,33,12.5,0,0,C,MEDINA ISD,'010901,12,PK,'PK - 12,B,'20,REGION 20: SAN ANTONIO
'010902001,BANDERA H S,56,681,100,128,17.5,732,681,0,0,263,38.6,27,4,0,0,85,12.5,0,0,Not Rated: SB 1365,BANDERA ISD,'010902,12,9,'09 - 12,S,'20,REGION 20: SAN ANTONIO
'010902041,BANDERA MIDDLE,73,555,100,76,13.1,581,555,0,0,255,45.9,30,5.4,0,0,82,14.8,0,0,C,BANDERA ISD,'010902,8,6,'06 - 08,M,'20,REGION 20: SAN ANTONIO
'010902101,ALKEK EL,68,297,47.2,92,18.9,488,629,0,0,343,54.5,42,6.7,0,0,98,15.6,0,0,Not Rated: SB 1365,BANDERA ISD,'010902,5,EE,'EE - 05,E,'20,REGION 20: SAN ANTONIO
'010902102,HILL COUNTRY EL,72,205,47,79,19.2,411,436,0,0,243,55.7,23,5.3,0,0,96,22,0,0,C,BANDERA ISD,'010902,5,EE,'EE - 05,E,'20,REGION 20: SAN ANTONIO
'011901001,BASTROP H S,75,1556,100,209,13.1,1593,1556,.,0,812,52.2,319,20.5,0,0,179,11.5,.,0,C,BASTROP ISD,'011901,12,9,'09 - 12,S,'13,REGION 13: AUSTIN
'011901002,CEDAR CREEK H S,77,1886,100,220,11.9,1844,1886,.,0,1206,63.9,663,35.2,0,0,208,11,.,0,C,BASTROP ISD,'011901,12,9,'09 - 12,S,'13,REGION 13: AUSTIN
'011901005,COLORADO RIVER COLLEGIATE ACADEMY,99,241,100,26,10.7,242,241,240,99.6,123,51,22,9.1,0,0,4,1.7,.,0,A,BASTROP ISD,'011901,12,9,'09 - 12,S,'13,REGION 13: AUSTIN
'011901022,GENESIS H S,72,122,100,118,77.1,153,122,.,0,88,72.1,37,30.3,0,0,22,18,.,0,C,BASTROP ISD,'011901,12,9,'09 - 12,S,'13,REGION 13: AUSTIN
'011901041,BASTROP MIDDLE,77,864,100,116,12.5,930,864,.,0,516,59.7,227,26.3,.,0,95,11,.,0,C,BASTROP ISD,'011901,8,7,'07 - 08,M,'13,REGION 13: AUSTIN
'011901101,EMILE EL,72,262,33.6,94,15.4,610,779,.,0,540,69.3,233,29.9,.,0,94,12.1,.,0,C,BASTROP ISD,'011901,4,PK,'PK - 04,E,'13,REGION 13: AUSTIN
'011901102,MINA EL,81,261,35.2,75,14.9,504,742,.,0,453,61.1,36,4.9,.,0,85,11.5,.,0,B,BASTROP ISD,'011901,4,EE,'EE - 04,E,'13,REGION 13: AUSTIN
'011901103,CEDAR CREEK EL,74,349,36.7,87,12.9,673,951,.,0,875,92,648,68.1,.,0,77,8.1,.,0,C,BASTROP ISD,'011901,4,PK,'PK - 04,E,'13,REGION 13: AUSTIN
'011901104,BASTROP INT,78,781,100,113,12.9,874,781,.,0,537,68.8,244,31.2,.,0,111,14.2,.,0,C,BASTROP ISD,'011901,6,5,'05 - 06,M,'13,REGION 13: AUSTIN
'011901106,CEDAR CREEK MIDDLE,76,1038,100,108,10.3,1045,1038,.,0,731,70.4,528,50.9,.,0,151,14.5,.,0,C,BASTROP ISD,'011901,8,7,'07 - 08,M,'13,REGION 13: AUSTIN
'011901107,RED ROCK EL,84,230,34.5,70,13.9,502,666,.,0,591,88.7,372,55.9,.,0,91,13.7,.,0,B,BASTROP ISD,'011901,4,EE,'EE - 04,E,'13,REGION 13: AUSTIN
'011901108,CEDAR CREEK INT,69,943,100,123,12.3,998,943,.,0,742,78.7,513,54.4,.,0,146,15.5,.,0,Not Rated: SB 1365,BASTROP ISD,'011901,6,5,'05 - 06,M,'13,REGION 13: AUSTIN
'011901109,BLUEBONNET EL,58,262,35.3,80,13.3,600,742,.,0,589,79.4,275,37.1,.,0,96,12.9,.,0,Not Rated: SB 1365,BASTROP ISD,'011901,4,PK,'PK - 04,E,'13,REGION 13: AUSTIN
'011901110,LOST PINES EL,70,204,32.1,84,16.2,518,636,.,0,588,92.5,353,55.5,.,0,81,12.7,.,0,C,BASTROP ISD,'011901,4,EE,'EE - 04,E,'13,REGION 13: AUSTIN
'011902001,ELGIN H S,78,1542,100,161,11,1460,1542,276,17.9,969,62.8,425,27.6,40,2.6,193,12.5,0,0,C,ELGIN ISD,'011902,12,9,'09 - 12,S,'13,REGION 13: AUSTIN
'011902003,BASTROP COUNTY JUVENILE BOOT CAMP,.,1,100,.,.,.,1,0,0,1,100,0,0,0,0,0,0,0,0,Not Rated,ELGIN ISD,'011902,11,11,'11 - 11,S,'13,REGION 13: AUSTIN
'011902004,PHOENIX H S,84,40,100,31,46.3,67,40,0,0,25,62.5,7,17.5,0,0,5,12.5,0,0,B,ELGIN ISD,'011902,12,10,'10 - 12,S,'13,REGION 13: AUSTIN
