CAMPUS,CAMPNAME,CDALLS,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,REGION,REGNNAME
'188901122,PLEASANT VALLEY EL,92,92,39.5,32,16.3,196,233,.,0,206,88.4,24,10.3,.,0,35,15,.,0,A,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901123,RIDGECREST EL,84,209,50.1,41,10.5,390,417,.,0,227,54.4,14,3.4,.,0,60,14.4,.,0,B,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901124,ROGERS EL,91,199,41.7,44,12.1,365,477,.,0,447,93.7,274,57.4,.,0,49,10.3,.,0,A,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901125,SANBORN EL,83,191,45.5,25,7.2,349,420,.,0,379,90.2,158,37.6,.,0,50,11.9,.,0,B,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901126,SAN JACINTO EL,82,210,43.3,58,15.4,377,485,.,0,448,92.4,76,15.7,.,0,85,17.5,.,0,B,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901127,SOUTH GEORGIA EL,94,160,43.1,38,12.6,301,371,.,0,240,64.7,10,2.7,.,0,67,18.1,.,0,A,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901128,SOUTH LAWN EL,82,160,46.9,25,8.5,294,341,.,0,279,81.8,18,5.3,.,0,59,17.3,.,0,B,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901130,SUNRISE EL,91,125,46.5,30,14,214,269,.,0,248,92.2,67,24.9,.,0,55,20.4,.,0,A,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901131,WESTERN PLATEAU EL,89,187,45,34,9.9,343,416,.,0,234,56.3,12,2.9,.,0,62,14.9,.,0,B,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901132,WHITTIER EL,93,201,42.4,43,11.9,362,474,.,0,439,92.6,225,47.5,.,0,72,15.2,.,0,A,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901133,WILLS EL,89,197,40.6,57,14.7,388,485,.,0,426,87.8,196,40.4,.,0,62,12.8,.,0,B,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901134,MESA VERDE EL,93,139,38.1,66,19.1,345,365,.,0,345,94.5,151,41.4,.,0,40,11,.,0,A,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901135,WOLFLIN EL,87,152,46.3,47,16.1,292,328,.,0,211,64.3,14,4.3,.,0,42,12.8,.,0,B,AMARILLO ISD,'188901,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188901138,NORTH HEIGHTS ALTER,77,90,100,201,79.4,253,90,.,0,62,68.9,8,8.9,0,0,17,18.9,.,0,C,AMARILLO ISD,'188901,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'188901139,PUCKETT EL,92,176,55,23,6.9,335,320,.,0,87,27.2,5,1.6,.,0,34,10.6,.,0,A,AMARILLO ISD,'188901,5,KG,'KG - 05,E,'16,REGION 16: AMARILLO
'188901140,SLEEPY HOLLOW EL,88,271,51.4,38,8.5,446,527,.,0,131,24.9,21,4,.,0,58,11,.,0,B,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901141,WINDSOR EL,90,219,49.3,26,6.5,399,444,.,0,136,30.6,8,1.8,.,0,74,16.7,.,0,A,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901142,WOODLANDS EL,89,165,38.1,19,5.7,333,433,.,0,111,25.6,18,4.2,.,0,47,10.9,.,0,B,AMARILLO ISD,'188901,4,PK,'PK - 04,E,'16,REGION 16: AMARILLO
'188901143,TRADEWIND EL,89,302,41.5,58,11.4,508,728,.,0,570,78.3,138,19,.,0,106,14.6,.,0,B,AMARILLO ISD,'188901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'188901170,GEORGE WASHINGTON CARVER EL ACADEMY,83,251,73,27,7.3,372,344,.,0,248,72.1,21,6.1,.,0,62,18,.,0,B,AMARILLO ISD,'188901,5,2,'02 - 05,E,'16,REGION 16: AMARILLO
'188902001,RIVER ROAD H S,81,448,100,101,22.1,458,448,.,0,230,51.3,22,4.9,0,0,75,16.7,.,0,B,RIVER ROAD ISD,'188902,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'188902042,RIVER ROAD MIDDLE,77,331,100,58,15.9,365,331,.,0,186,56.2,28,8.5,.,0,70,21.1,.,0,C,RIVER ROAD ISD,'188902,8,6,'06 - 08,M,'16,REGION 16: AMARILLO
'188902101,ROLLING HILLS EL,70,245,58.6,68,14.9,457,418,.,0,225,53.8,15,3.6,.,0,72,17.2,.,0,C,RIVER ROAD ISD,'188902,5,1,'01 - 05,E,'16,REGION 16: AMARILLO
'188902103,WILLOW VISTA ECA,70,0,0,.,.,.,143,.,0,99,69.2,7,4.9,.,0,8,5.6,.,0,C,RIVER ROAD ISD,'188902,KG,EE,'EE - KG,E,'16,REGION 16: AMARILLO
'188903001,HIGHLAND PARK H S,90,244,100,32,12.4,258,244,0,0,108,44.3,29,11.9,0,0,35,14.3,0,0,A,HIGHLAND PARK ISD,'188903,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'188903041,HIGHLAND PARK MIDDLE,80,193,100,34,13.7,248,193,0,0,123,63.7,20,10.4,0,0,23,11.9,0,0,B,HIGHLAND PARK ISD,'188903,8,6,'06 - 08,M,'16,REGION 16: AMARILLO
'188903101,HIGHLAND PARK EL,88,188,48.3,52,14.9,349,389,0,0,241,62,19,4.9,0,0,48,12.3,0,0,B,HIGHLAND PARK ISD,'188903,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'188904001,BUSHLAND H S,97,507,100,28,5.6,497,507,0,0,96,18.9,5,1,0,0,60,11.8,0,0,A,BUSHLAND ISD,'188904,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'188904041,BUSHLAND MIDDLE,86,502,100,52,10.2,510,502,0,0,100,19.9,4,0.8,0,0,90,17.9,0,0,B,BUSHLAND ISD,'188904,8,5,'05 - 08,M,'16,REGION 16: AMARILLO
'188904101,BUSHLAND EL,87,221,41.2,32,7.9,406,537,0,0,76,14.2,6,1.1,0,0,71,13.2,0,0,B,BUSHLAND ISD,'188904,4,PK,'PK - 04,E,'16,REGION 16: AMARILLO
'189901001,MARFA SCHOOLS,82,198,73.3,15,5.7,263,270,0,0,146,54.1,42,15.6,0,0,33,12.2,0,0,B,MARFA ISD,'189901,12,EE,'EE - 12,B,'18,REGION 18: MIDLAND
'189902001,PRESIDIO H S,88,391,100,54,13.4,403,391,391,100,360,92.1,163,41.7,0,0,24,6.1,0,0,B,PRESIDIO ISD,'189902,12,9,'09 - 12,S,'18,REGION 18: MIDLAND
'189902041,LUCY REDE FRANCO MIDDLE,82,224,100,54,20.7,261,224,.,0,204,91.1,139,62.1,.,0,16,7.1,0,0,B,PRESIDIO ISD,'189902,8,6,'06 - 08,M,'18,REGION 18: MIDLAND
'189902101,PRESIDIO EL,80,182,42.2,99,27.2,364,431,.,0,382,88.6,321,74.5,.,0,33,7.7,.,0,B,PRESIDIO ISD,'189902,5,EE,'EE - 05,E,'18,REGION 18: MIDLAND
'190903001,RAINS H S,79,470,100,90,17.2,524,470,.,0,253,53.8,15,3.2,0,0,43,9.1,.,0,C,RAINS ISD,'190903,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'190903041,RAINS J H,68,433,100,63,14.3,440,433,.,0,256,59.1,37,8.5,.,0,71,16.4,.,0,Not Rated: SB 1365,RAINS ISD,'190903,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'190903051,RAINS INT,77,379,100,44,10.7,412,379,.,0,211,55.7,30,7.9,.,0,47,12.4,.,0,C,RAINS ISD,'190903,5,3,'03 - 05,E,'07,REGION 07: KILGORE
'190903101,RAINS EL,77,0,0,47,16.5,285,445,.,0,298,67,34,7.6,.,0,61,13.7,.,0,C,RAINS ISD,'190903,2,EE,'EE - 02,E,'07,REGION 07: KILGORE
'191901001,CANYON H S,90,1168,100,132,10.9,1210,1168,0,0,308,26.4,12,1,0,0,133,11.4,0,0,A,CANYON ISD,'191901,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'191901002,RANDALL H S,88,1787,100,259,14,1850,1787,0,0,541,30.3,35,2,0,0,142,7.9,0,0,B,CANYON ISD,'191901,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'191901003,YOUTH CTR OF HIGH PLAINS,.,51,100,130,90.9,143,51,0,0,8,15.7,4,7.8,0,0,15,29.4,0,0,Not Rated,CANYON ISD,'191901,12,6,'06 - 12,B,'16,REGION 16: AMARILLO
'191901004,MIDWAY ALTERNATIVE H S,97,58,100,67,63.2,106,58,0,0,29,50,1,1.7,0,0,0,0,0,0,A,CANYON ISD,'191901,12,11,'11 - 12,S,'16,REGION 16: AMARILLO
'191901041,CANYON J H,89,661,100,77,10.6,724,661,0,0,187,28.3,19,2.9,0,0,81,12.3,0,0,B,CANYON ISD,'191901,8,7,'07 - 08,M,'16,REGION 16: AMARILLO
'191901043,WESTOVER PARK J H,91,1041,100,161,14.6,1102,1041,0,0,370,35.5,28,2.7,0,0,126,12.1,0,0,A,CANYON ISD,'191901,8,7,'07 - 08,M,'16,REGION 16: AMARILLO
'191901101,GENE HOWE EL,90,147,40.6,33,11.2,295,362,0,0,164,45.3,15,4.1,0,0,59,16.3,0,0,A,CANYON ISD,'191901,4,KG,'KG - 04,E,'16,REGION 16: AMARILLO
'191901104,SUNDOWN LANE EL,82,126,37.6,30,11.5,262,335,0,0,169,50.4,17,5.1,0,0,53,15.8,0,0,B,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'191901105,LAKEVIEW EL,85,125,34.8,80,21.1,380,359,0,0,224,62.4,20,5.6,0,0,63,17.5,0,0,B,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'191901106,ARDEN ROAD EL,92,203,44.8,46,10.9,423,453,0,0,137,30.2,13,2.9,0,0,73,16.1,0,0,A,CANYON ISD,'191901,4,KG,'KG - 04,E,'16,REGION 16: AMARILLO
'191901107,CRESTVIEW EL,95,178,38.2,43,10,430,466,0,0,122,26.2,11,2.4,0,0,56,12,0,0,A,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'191901108,REEVES-HINGER EL,94,268,42.3,77,13.1,589,633,0,0,263,41.5,12,1.9,0,0,103,16.3,0,0,A,CANYON ISD,'191901,4,KG,'KG - 04,E,'16,REGION 16: AMARILLO
'191901110,GREENWAYS INT,89,574,100,63,13.2,476,574,0,0,186,32.4,15,2.6,0,0,65,11.3,0,0,B,CANYON ISD,'191901,6,5,'05 - 06,M,'16,REGION 16: AMARILLO
'191901111,CANYON INT,94,530,100,99,15,659,530,0,0,153,28.9,9,1.7,0,0,52,9.8,0,0,A,CANYON ISD,'191901,6,5,'05 - 06,M,'16,REGION 16: AMARILLO
'191901112,CITY VIEW EL,88,221,37.8,57,11.9,479,584,0,0,242,41.4,35,6,0,0,73,12.5,0,0,B,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'191901113,HILLSIDE EL,95,132,39.4,58,11.9,487,335,0,0,101,30.1,26,7.8,0,0,34,10.1,0,0,A,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'191901114,PINNACLE INT,88,561,100,91,15.1,603,561,0,0,232,41.4,36,6.4,0,0,80,14.3,0,0,B,CANYON ISD,'191901,6,5,'05 - 06,M,'16,REGION 16: AMARILLO
'191901115,HERITAGE HILLS EL,78,116,35,.,.,.,331,0,0,84,25.4,10,3,0,0,40,12.1,0,0,C,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'191901116,SPRING CANYON EL,78,129,34.9,.,.,.,370,0,0,122,33,11,3,0,0,58,15.7,0,0,C,CANYON ISD,'191901,4,EE,'EE - 04,E,'16,REGION 16: AMARILLO
'192901001,REAGAN COUNTY H S,81,231,100,27,10,270,231,.,0,131,56.7,23,10,0,0,23,10,.,0,B,REAGAN COUNTY ISD,'192901,12,9,'09 - 12,S,'18,REGION 18: MIDLAND
'192901041,REAGAN COUNTY MIDDLE,81,163,100,20,10.4,192,163,.,0,97,59.5,16,9.8,.,0,19,11.7,.,0,B,REAGAN COUNTY ISD,'192901,8,6,'06 - 08,M,'18,REGION 18: MIDLAND
'192901101,REAGAN COUNTY EL,72,158,37.8,44,13.9,316,418,.,0,248,59.3,105,25.1,.,0,52,12.4,.,0,C,REAGAN COUNTY ISD,'192901,5,EE,'EE - 05,E,'18,REGION 18: MIDLAND
'193801001,BIG SPRINGS CHARTER SCHOOL,.,102,87.2,59,39.6,149,117,0,0,107,91.5,4,3.4,0,0,39,33.3,0,0,Not Rated,BIG SPRINGS CHARTER SCHOOL,'193801,12,KG,'KG - 12,B,'20,REGION 20: SAN ANTONIO
'193801101,HILL COUNTRY YOUTH RANCH,.,78,91.8,94,62.3,151,85,0,0,81,95.3,1,1.2,0,0,56,65.9,0,0,Not Rated,BIG SPRINGS CHARTER SCHOOL,'193801,12,KG,'KG - 12,B,'20,REGION 20: SAN ANTONIO
'193902001,LEAKEY SCHOOL,83,236,72,35,13.1,267,328,0,0,191,58.2,15,4.6,0,0,53,16.2,0,0,B,LEAKEY ISD,'193902,12,PK,'PK - 12,B,'20,REGION 20: SAN ANTONIO
'194902001,AVERY SECONDARY,95,181,100,18,9.8,184,181,0,0,97,53.6,2,1.1,0,0,24,13.3,0,0,A,AVERY ISD,'194902,12,6,'06 - 12,B,'08,REGION 08: MT PLEASANT
'194902101,AVERY EL,95,85,48,17,13,131,177,.,0,121,68.4,3,1.7,.,0,23,13,.,0,A,AVERY ISD,'194902,5,PK,'PK - 05,E,'08,REGION 08: MT PLEASANT
'194903001,RIVERCREST H S,95,189,100,30,14.9,201,189,0,0,122,64.6,5,2.6,0,0,21,11.1,0,0,A,RIVERCREST ISD,'194903,12,9,'09 - 12,S,'08,REGION 08: MT PLEASANT
'194903102,RIVERCREST J H,93,151,100,31,17.7,175,151,.,0,102,67.5,14,9.3,.,0,13,8.6,0,0,A,RIVERCREST ISD,'194903,8,6,'06 - 08,M,'08,REGION 08: MT PLEASANT
'194903103,RIVERCREST EL,86,154,44.8,56,20.5,273,344,.,0,238,69.2,21,6.1,.,0,37,10.8,.,0,B,RIVERCREST ISD,'194903,5,EE,'EE - 05,E,'08,REGION 08: MT PLEASANT
'194904002,CLARKSVILLE MIDDLE AND H S,75,250,100,47,17.6,267,250,0,0,249,99.6,25,10,0,0,32,12.8,0,0,C,CLARKSVILLE ISD,'194904,12,6,'06 - 12,B,'08,REGION 08: MT PLEASANT
'194904103,CHEATHAM EL,66,101,37.1,30,16.5,182,272,.,0,260,95.6,31,11.4,.,0,39,14.3,.,0,Not Rated: SB 1365,CLARKSVILLE ISD,'194904,5,PK,'PK - 05,E,'08,REGION 08: MT PLEASANT
'194905001,DETROIT H S,91,137,100,18,13,138,137,0,0,83,60.6,0,0,0,0,20,14.6,0,0,A,DETROIT ISD,'194905,12,9,'09 - 12,S,'08,REGION 08: MT PLEASANT
'194905041,DETROIT J H,68,127,100,17,12.1,140,127,0,0,79,62.2,0,0,0,0,27,21.3,0,0,Not Rated: SB 1365,DETROIT ISD,'194905,8,6,'06 - 08,M,'08,REGION 08: MT PLEASANT
'194905101,DETROIT EL,73,119,45.1,27,13.6,199,264,.,0,180,68.2,2,0.8,.,0,36,13.6,.,0,C,DETROIT ISD,'194905,5,PK,'PK - 05,E,'08,REGION 08: MT PLEASANT
'195901001,PECOS H S,80,677,100,105,14.2,742,677,0,0,408,60.3,66,9.7,0,0,53,7.8,0,0,B,PECOS-BARSTOW-TOYAH ISD,'195901,12,9,'09 - 12,S,'18,REGION 18: MIDLAND
'195901042,CROCKETT MIDDLE,71,651,100,116,16,727,651,0,0,438,67.3,92,14.1,0,0,64,9.8,0,0,C,PECOS-BARSTOW-TOYAH ISD,'195901,8,6,'06 - 08,M,'18,REGION 18: MIDLAND
'195901101,PECOS KIND,62,0,0,.,.,.,355,0,0,255,71.8,51,14.4,0,0,34,9.6,0,0,Not Rated: SB 1365,PECOS-BARSTOW-TOYAH ISD,'195901,KG,EE,'EE - KG,E,'18,REGION 18: MIDLAND
'195901106,AUSTIN EL,62,205,33.6,117,17.8,659,610,0,0,430,70.5,110,18,0,0,55,9,0,0,Not Rated: SB 1365,PECOS-BARSTOW-TOYAH ISD,'195901,3,1,'01 - 03,E,'18,REGION 18: MIDLAND
'195901109,HAYNES EL,78,378,100,71,16.2,438,378,0,0,268,70.9,70,18.5,0,0,42,11.1,0,0,C,PECOS-BARSTOW-TOYAH ISD,'195901,5,4,'04 - 05,E,'18,REGION 18: MIDLAND
'195902001,BALMORHEA SCHOOL,85,112,75.7,28,17.7,158,148,23,15.5,129,87.2,13,8.8,0,0,18,12.2,0,0,B,BALMORHEA ISD,'195902,12,PK,'PK - 12,B,'18,REGION 18: MIDLAND
'196901001,AUSTWELL-TIVOLI H S,84,59,100,12,18.2,66,59,0,0,36,61,3,5.1,0,0,19,32.2,0,0,B,AUSTWELL-TIVOLI ISD,'196901,12,7,'07 - 12,S,'03,REGION 03: VICTORIA
'196901102,AUSTWELL-TIVOLI EL,81,41,56.9,16,25.4,63,72,.,0,48,66.7,0,0,.,0,16,22.2,0,0,B,AUSTWELL-TIVOLI ISD,'196901,6,PK,'PK - 06,E,'03,REGION 03: VICTORIA
'196902001,WOODSBORO H S,82,190,100,26,12.9,201,190,.,0,109,57.4,1,0.5,0,0,39,20.5,.,0,B,WOODSBORO ISD,'196902,12,7,'07 - 12,S,'03,REGION 03: VICTORIA
'196902102,WOODSBORO EL,85,126,51,26,13.3,195,247,.,0,159,64.4,0,0,.,0,46,18.6,.,0,B,WOODSBORO ISD,'196902,6,EE,'EE - 06,E,'03,REGION 03: VICTORIA
'196903001,REFUGIO H S,85,219,100,23,10.8,212,219,0,0,144,65.8,6,2.7,0,0,26,11.9,0,0,B,REFUGIO ISD,'196903,12,9,'09 - 12,S,'03,REGION 03: VICTORIA
'196903042,REFUGIO J H,79,165,100,28,14.4,194,165,0,0,121,73.3,12,7.3,0,0,18,10.9,0,0,C,REFUGIO ISD,'196903,8,6,'06 - 08,M,'03,REGION 03: VICTORIA
'196903103,REFUGIO EL,76,141,46.2,38,15.1,251,305,0,0,245,80.3,19,6.2,0,0,68,22.3,0,0,C,REFUGIO ISD,'196903,5,PK,'PK - 05,E,'03,REGION 03: VICTORIA
'197902001,MIAMI SCHOOL,93,146,74.5,22,11.9,185,196,0,0,58,29.6,2,1,0,0,15,7.7,0,0,A,MIAMI ISD,'197902,12,PK,'PK - 12,B,'16,REGION 16: AMARILLO
'198901001,BREMOND H S,88,132,100,15,10.2,147,132,0,0,59,44.7,2,1.5,0,0,10,7.6,0,0,B,BREMOND ISD,'198901,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'198901041,BREMOND MIDDLE,79,118,100,17,14.5,117,118,.,0,60,50.8,5,4.2,.,0,11,9.3,0,0,C,BREMOND ISD,'198901,8,6,'06 - 08,M,'06,REGION 06: HUNTSVILLE
'198901101,BREMOND EL,92,109,44.3,29,14.3,203,246,.,0,128,52,14,5.7,.,0,25,10.2,.,0,A,BREMOND ISD,'198901,5,PK,'PK - 05,E,'06,REGION 06: HUNTSVILLE
'198902101,CALVERT SCHOOL,85,98,69,32,21.9,146,142,0,0,129,90.8,6,4.2,0,0,17,12,0,0,B,CALVERT ISD,'198902,12,EE,'EE - 12,B,'06,REGION 06: HUNTSVILLE
'198903001,FRANKLIN H S,92,394,100,42,11.1,379,394,0,0,151,38.3,14,3.6,0,0,55,14,0,0,A,FRANKLIN ISD,'198903,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'198903041,FRANKLIN MIDDLE,94,410,100,43,9.9,433,410,0,0,160,39,11,2.7,0,0,59,14.4,0,0,A,FRANKLIN ISD,'198903,8,5,'05 - 08,M,'06,REGION 06: HUNTSVILLE
'198903101,ROLAND REYNOLDS EL,95,185,34.1,34,9.6,354,543,0,0,240,44.2,26,4.8,0,0,60,11,0,0,A,FRANKLIN ISD,'198903,4,EE,'EE - 04,E,'06,REGION 06: HUNTSVILLE
'198905002,HEARNE H S,78,232,100,34,13.8,247,232,0,0,224,96.6,43,18.5,0,0,43,18.5,0,0,C,HEARNE ISD,'198905,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'198905042,HEARNE J H,59,112,100,25,21.2,118,112,0,0,110,98.2,22,19.6,0,0,27,24.1,0,0,Not Rated: SB 1365,HEARNE ISD,'198905,8,7,'07 - 08,M,'06,REGION 06: HUNTSVILLE
'198905104,HEARNE EL,85,192,48.9,79,21.9,360,393,0,0,380,96.7,72,18.3,0,0,54,13.7,0,0,B,HEARNE ISD,'198905,6,EE,'EE - 06,E,'06,REGION 06: HUNTSVILLE
'198906001,MUMFORD H S,89,240,100,14,5.7,245,240,0,0,132,55,28,11.7,0,0,18,7.5,0,0,B,MUMFORD ISD,'198906,12,7,'07 - 12,S,'06,REGION 06: HUNTSVILLE
'198906101,MUMFORD EL,92,164,44.2,7,2.8,252,371,0,0,225,60.6,95,25.6,0,0,34,9.2,0,0,A,MUMFORD ISD,'198906,6,PK,'PK - 06,E,'06,REGION 06: HUNTSVILLE
'199901001,ROCKWALL H S,92,2933,100,266,9,2967,2933,.,0,588,20,75,2.6,0,0,221,7.5,.,0,A,ROCKWALL ISD,'199901,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'199901002,ROCKWALL QUEST ACADEMY,88,40,100,96,82.1,117,40,.,0,26,65,8,20,0,0,2,5,.,0,B,ROCKWALL ISD,'199901,12,11,'11 - 12,S,'10,REGION 10: RICHARDSON
'199901004,ROCKWALL-HEATH H S,91,2823,100,267,9.6,2775,2823,.,0,783,27.7,214,7.6,0,0,252,8.9,.,0,A,ROCKWALL ISD,'199901,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'199901042,J W WILLIAMS MIDDLE,91,786,100,68,8,848,786,.,0,154,19.6,39,5,.,0,89,11.3,.,0,A,ROCKWALL ISD,'199901,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'199901043,MAURINE CAIN MIDDLE,87,1104,100,98,8.6,1145,1104,.,0,330,29.9,127,11.5,.,0,129,11.7,.,0,B,ROCKWALL ISD,'199901,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'199901044,HERMAN E UTLEY MIDDLE,90,872,100,76,8.4,904,872,.,0,250,28.7,73,8.4,.,0,98,11.2,.,0,A,ROCKWALL ISD,'199901,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'199901101,VIRGINIA REINHARDT EL,80,360,57.1,91,16.1,565,631,.,0,181,28.7,31,4.9,.,0,87,13.8,.,0,B,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901102,HOWARD DOBBS EL,90,287,50.2,41,9.8,419,572,.,0,278,48.6,159,27.8,.,0,76,13.3,.,0,A,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199901103,AMANDA ROCHELL EL,77,270,57.8,58,12.1,481,467,.,0,278,59.5,111,23.8,.,0,77,16.5,.,0,C,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901105,DORIS CULLINS-LAKE POINTE EL,82,342,58.5,57,10.8,530,585,.,0,298,50.9,67,11.5,.,0,88,15,.,0,B,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901106,AMY PARKS-HEATH EL,95,353,57,31,6.2,500,619,.,0,29,4.7,7,1.1,.,0,56,9,.,0,A,ROCKWALL ISD,'199901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'199901107,NEBBIE WILLIAMS EL,97,256,58,30,7.8,386,441,.,0,54,12.2,19,4.3,.,0,60,13.6,.,0,A,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199901108,DOROTHY SMITH PULLEN EL,92,316,58.4,47,10.2,463,541,.,0,119,22,36,6.7,.,0,88,16.3,.,0,A,ROCKWALL ISD,'199901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'199901109,DORRIS A JONES EL,82,325,55.7,57,11.3,505,584,.,0,343,58.7,253,43.3,.,0,89,15.2,.,0,B,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901110,GRACE HARTMAN EL,93,264,53.9,36,8.7,416,490,.,0,84,17.1,15,3.1,.,0,65,13.3,.,0,A,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901111,OUIDA SPRINGER,87,370,59.9,75,11,684,618,.,0,166,26.9,165,26.7,.,0,95,15.4,.,0,B,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901112,CELIA HAYS EL,93,283,58,32,8.1,394,488,.,0,38,7.8,17,3.5,.,0,83,17,.,0,A,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199901113,SHARON SHANNON EL,94,316,54.5,117,14.9,783,580,.,0,114,19.7,30,5.2,.,0,92,15.9,.,0,A,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199901114,BILLIE STEVENSON EL,86,407,57.9,54,8.9,606,703,.,0,112,15.9,43,6.1,.,0,113,16.1,.,0,B,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199901115,LINDA LYON EL,89,389,52,67,12.3,545,748,.,0,156,20.9,59,7.9,.,0,83,11.1,.,0,B,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199901116,SHERRY AND PAUL HAMM EL,94,309,54.4,33,7,472,568,.,0,49,8.6,30,5.3,.,0,68,12,.,0,A,ROCKWALL ISD,'199901,6,PK,'PK - 06,E,'10,REGION 10: RICHARDSON
'199901117,LUPE GARCIA EL,87,321,51.4,.,.,.,625,.,0,170,27.2,69,11,.,0,91,14.6,.,0,B,ROCKWALL ISD,'199901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'199902002,ROYSE CITY H S,88,2232,100,198,9.2,2151,2232,0,0,861,38.6,141,6.3,34,1.5,224,10,0,0,B,ROYSE CITY ISD,'199902,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'199902041,OUIDA BALEY MIDDLE,73,815,100,95,11.3,841,815,0,0,364,44.7,117,14.4,0,0,111,13.6,0,0,C,ROYSE CITY ISD,'199902,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'199902044,BOBBY SUMMERS MIDDLE,81,1015,100,95,9.7,984,1015,0,0,429,42.3,119,11.7,0,0,139,13.7,0,0,B,ROYSE CITY ISD,'199902,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
